call_id,timestamp,duration,agent,queue,team,department,team_leader,customer_number
GEN-D577058D,2026-01-15 17:22:27,190,agent.031,Tech Support,Retention,Sales,leader.retention,+905552642711
GEN-BC38A838,2026-01-11 16:08:08,219,agent.047,Tech Support,Inbound B,Customer Support,leader.inboundb,+905558477151
GEN-E213FF27,2026-01-11 11:46:34,116,agent.026,General Support,Tech L1,Technical Service,leader.techl1,+905552530748
GEN-3661C72F,2026-01-05 18:31:35,195,agent.036,VIP Line,Inbound B,Customer Support,leader.inboundb,+905554275279
GEN-66834022,2025-12-21 10:03:26,0,,Sales Line,,,,+905555848576
GEN-D5EED45E,2026-01-14 07:37:38,137,agent.047,General Support,Inbound B,Customer Support,leader.inboundb,+905559102591
GEN-725955F0,2025-12-22 16:48:27,0,,Tech Support,,,,+905556231405
GEN-ACF850BE,2026-01-01 12:35:47,144,agent.005,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905554684828
GEN-2D3DBA3C,2025-12-25 11:36:18,160,agent.024,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905551926209
GEN-8690AF86,2025-12-22 10:30:16,200,agent.005,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905551437060
GEN-5BB1A648,2026-01-04 12:19:01,0,,General Support,,,,+905555069884
GEN-2546A757,2026-01-12 05:15:38,148,agent.043,Tech Support,Tech L1,Technical Service,leader.techl1,+905557784976
GEN-551D1F54,2025-12-18 10:53:02,185,agent.006,VIP Line,Retention,Sales,leader.retention,+905553848929
GEN-8597BAD9,2026-01-05 10:52:17,74,agent.026,Tech Support,Tech L1,Technical Service,leader.techl1,+905554364225
GEN-E2AFB1D0,2026-01-13 18:00:09,241,agent.019,General Support,Tech L1,Technical Service,leader.techl1,+905558205731
GEN-61B7DF39,2026-01-10 09:42:07,207,agent.026,General Support,Tech L1,Technical Service,leader.techl1,+905557018636
GEN-2A1CA6F9,2026-01-04 17:31:20,227,agent.009,Tech Support,Inbound A,Customer Support,leader.inbounda,+905557663774
GEN-26DAECA4,2026-01-11 09:40:46,222,agent.010,General Support,Tech L1,Technical Service,leader.techl1,+905555535870
GEN-F2B99349,2026-01-02 12:25:16,97,agent.001,Tech Support,Inbound B,Customer Support,leader.inboundb,+905557467176
GEN-AA26C794,2025-12-27 15:15:57,126,agent.025,Tech Support,Tech L2,Technical Service,leader.techl2,+905559969265
GEN-D18212CD,2026-01-04 12:56:58,213,agent.033,VIP Line,VIP Support,Customer Support,leader.vipsupport,+905556569688
GEN-0E5428EC,2026-01-02 19:29:52,249,agent.018,VIP Line,Tech L2,Technical Service,leader.techl2,+905555618239
GEN-E6E6C3E6,2025-12-22 17:37:22,0,,Tech Support,,,,+905551710250
GEN-11AEAB2C,2026-01-16 17:48:39,214,agent.010,General Support,Tech L1,Technical Service,leader.techl1,+905555697597
GEN-BB641734,2026-01-17 14:50:13,230,agent.030,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905552570725
GEN-5EA118CD,2025-12-29 09:56:38,225,agent.014,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905559213272
GEN-629CAFC3,2025-12-29 14:54:51,167,agent.034,General Support,VIP Support,Customer Support,leader.vipsupport,+905559114173
GEN-D6FFA958,2025-12-27 04:44:06,274,agent.013,Tech Support,Tech L1,Technical Service,leader.techl1,+905551803198
GEN-8B82A843,2025-12-23 12:03:31,145,agent.015,General Support,Retention,Sales,leader.retention,+905557652023
GEN-C28EA713,2025-12-26 20:43:34,259,agent.027,VIP Line,VIP Support,Customer Support,leader.vipsupport,+905557684209
GEN-1511553E,2026-01-09 18:22:39,201,agent.041,General Support,Retention,Sales,leader.retention,+905553887071
GEN-0EA76EF5,2026-01-16 14:54:48,105,agent.046,VIP Line,Tech L1,Technical Service,leader.techl1,+905555717016
GEN-FEDC295B,2025-12-21 20:14:22,269,agent.033,Tech Support,VIP Support,Customer Support,leader.vipsupport,+905553430233
GEN-38487CC5,2025-12-19 12:06:58,110,agent.016,VIP Line,Retention,Sales,leader.retention,+905552457644
GEN-69AC4438,2026-01-02 17:07:55,0,,Sales Line,,,,+905555318440
GEN-76E9DB82,2025-12-27 15:07:15,0,,Tech Support,,,,+905557663774
GEN-BEA5F056,2026-01-17 12:19:18,150,agent.030,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905557416066
GEN-4D3AAB66,2025-12-23 12:13:04,175,agent.017,General Support,Tech L1,Technical Service,leader.techl1,+905555066804
GEN-C044B08F,2025-12-20 23:45:51,190,agent.020,General Support,Tech L1,Technical Service,leader.techl1,+905554547697
GEN-1D7EEEA8,2026-01-10 11:07:31,229,agent.021,Sales Line,Tech L1,Technical Service,leader.techl1,+905555077022
GEN-04E9AC7C,2025-12-29 17:03:26,291,agent.023,General Support,Inbound A,Customer Support,leader.inbounda,+905557602344
GEN-991912E8,2025-12-24 17:44:56,227,agent.008,Tech Support,Inbound A,Customer Support,leader.inbounda,+905555225883
GEN-777D0213,2026-01-08 03:06:12,235,agent.018,Sales Line,Tech L2,Technical Service,leader.techl2,+905557151681
GEN-F02F31D1,2026-01-16 10:40:04,227,agent.018,VIP Line,Tech L2,Technical Service,leader.techl2,+905554188575
GEN-32C3F5A6,2026-01-07 12:37:00,0,,VIP Line,,,,+905555162736
GEN-7D292CA8,2026-01-16 12:10:23,208,agent.018,Tech Support,Tech L2,Technical Service,leader.techl2,+905553681016
GEN-74962405,2026-01-05 14:38:47,161,agent.039,Tech Support,Tech L1,Technical Service,leader.techl1,+905551071163
GEN-BD71BD62,2025-12-23 14:12:18,278,agent.012,Tech Support,Tech L2,Technical Service,leader.techl2,+905556429683
GEN-CD5FCFA3,2026-01-17 14:54:46,164,agent.016,VIP Line,Retention,Sales,leader.retention,+905554293474
GEN-94BF4D6D,2025-12-22 20:05:05,268,agent.046,Tech Support,Tech L1,Technical Service,leader.techl1,+905552032150
GEN-AAB41267,2026-01-15 15:36:17,251,agent.021,General Support,Tech L1,Technical Service,leader.techl1,+905559892377
GEN-3DD20AC8,2026-01-05 11:40:56,193,agent.012,General Support,Tech L2,Technical Service,leader.techl2,+905554415298
GEN-371A374E,2025-12-27 08:39:50,245,agent.044,Sales Line,Inbound A,Customer Support,leader.inbounda,+905555397375
GEN-BE1EDCB4,2025-12-24 07:48:57,0,,Tech Support,,,,+905555535870
GEN-BDD2B21B,2026-01-01 11:23:55,248,agent.019,Sales Line,Tech L1,Technical Service,leader.techl1,+905559723842
GEN-EF5CA8B9,2026-01-13 09:32:46,165,agent.009,VIP Line,Inbound A,Customer Support,leader.inbounda,+905555651603
GEN-24F5F6CB,2025-12-26 09:29:10,188,agent.049,VIP Line,Inbound B,Customer Support,leader.inboundb,+905554503055
GEN-4A68964F,2025-12-30 15:57:48,230,agent.004,Sales Line,Retention,Sales,leader.retention,+905557815717
GEN-7DC8A7FF,2026-01-09 19:50:41,147,agent.035,General Support,Tech L2,Technical Service,leader.techl2,+905559626839
GEN-46C8F098,2026-01-01 09:54:21,0,,Sales Line,,,,+905556078867
GEN-AEB83225,2026-01-03 16:35:48,0,,VIP Line,,,,+905555260988
GEN-E44F1A0C,2026-01-03 17:12:46,107,agent.001,VIP Line,Inbound B,Customer Support,leader.inboundb,+905556759302
GEN-DF118122,2025-12-25 21:46:00,183,agent.016,Sales Line,Retention,Sales,leader.retention,+905558215747
GEN-FBECB0F3,2025-12-26 12:51:54,161,agent.030,Tech Support,VIP Support,Customer Support,leader.vipsupport,+905554268857
GEN-5C9EC396,2026-01-14 14:59:38,320,agent.027,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905551070111
GEN-FA993E42,2026-01-12 13:05:54,126,agent.037,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905554975634
GEN-143E2E7B,2025-12-22 15:13:13,100,agent.050,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905557910068
GEN-247C2035,2026-01-09 06:54:47,287,agent.012,General Support,Tech L2,Technical Service,leader.techl2,+905556650384
GEN-7BD20569,2025-12-23 17:16:33,193,agent.029,Sales Line,Tech L1,Technical Service,leader.techl1,+905554788256
GEN-F689E0B5,2025-12-29 10:53:05,145,agent.036,Tech Support,Inbound B,Customer Support,leader.inboundb,+905557751726
GEN-BFD431B5,2026-01-16 03:44:12,220,agent.035,General Support,Tech L2,Technical Service,leader.techl2,+905559785755
GEN-B120E8E8,2026-01-08 14:09:59,154,agent.038,VIP Line,Tech L2,Technical Service,leader.techl2,+905557099725
GEN-3A188CE2,2025-12-27 08:32:19,48,agent.026,Tech Support,Tech L1,Technical Service,leader.techl1,+905557795873
GEN-410574C2,2025-12-29 15:42:41,87,agent.004,General Support,Retention,Sales,leader.retention,+905557738426
GEN-4FB9CA5E,2025-12-26 12:55:00,42,agent.002,General Support,Inbound A,Customer Support,leader.inbounda,+905556060797
GEN-2CABD8F9,2025-12-29 10:59:52,260,agent.002,General Support,Inbound A,Customer Support,leader.inbounda,+905558104998
GEN-D32E63AE,2026-01-12 10:11:50,183,agent.040,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905552746630
GEN-BB559CCE,2026-01-06 12:40:13,305,agent.032,Sales Line,Tech L2,Technical Service,leader.techl2,+905559453894
GEN-486C05CD,2026-01-12 23:59:29,184,agent.031,General Support,Retention,Sales,leader.retention,+905558421345
GEN-F74A6497,2025-12-23 23:51:10,365,agent.002,General Support,Inbound A,Customer Support,leader.inbounda,+905559978454
GEN-2AFF980F,2026-01-05 16:42:15,216,agent.012,Sales Line,Tech L2,Technical Service,leader.techl2,+905556508183
GEN-717145A0,2026-01-13 12:44:31,169,agent.030,General Support,VIP Support,Customer Support,leader.vipsupport,+905555433711
GEN-4EE8B5DC,2025-12-28 07:32:48,178,agent.038,VIP Line,Tech L2,Technical Service,leader.techl2,+905553332998
GEN-B089DE40,2025-12-18 14:38:53,186,agent.034,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905552538264
GEN-FCF8FF14,2025-12-25 16:01:55,203,agent.017,General Support,Tech L1,Technical Service,leader.techl1,+905554823897
GEN-54F530D4,2025-12-23 06:19:54,224,agent.003,Sales Line,Inbound A,Customer Support,leader.inbounda,+905556777528
GEN-8C2060C7,2026-01-13 18:42:29,191,agent.043,Sales Line,Tech L1,Technical Service,leader.techl1,+905555381952
GEN-DADEA4CD,2025-12-25 21:56:40,190,agent.050,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905556727925
GEN-FDFD7B98,2025-12-30 16:47:16,175,agent.016,Tech Support,Retention,Sales,leader.retention,+905557308968
GEN-BB7C8EC2,2026-01-09 12:48:11,180,agent.025,General Support,Tech L2,Technical Service,leader.techl2,+905555987605
GEN-7D9530C8,2025-12-24 11:43:25,154,agent.035,Sales Line,Tech L2,Technical Service,leader.techl2,+905554684828
GEN-333A5820,2025-12-29 14:54:40,250,agent.032,Sales Line,Tech L2,Technical Service,leader.techl2,+905552441267
GEN-CD93B54D,2025-12-28 14:45:43,241,agent.017,General Support,Tech L1,Technical Service,leader.techl1,+905554438631
GEN-BFC582E0,2025-12-25 12:15:42,10,agent.036,VIP Line,Inbound B,Customer Support,leader.inboundb,+905559084034
GEN-87FEF650,2026-01-03 10:57:18,182,agent.008,General Support,Inbound A,Customer Support,leader.inbounda,+905553839912
GEN-BEF0D7D0,2026-01-08 18:31:29,279,agent.002,Sales Line,Inbound A,Customer Support,leader.inbounda,+905555714261
GEN-E94FF915,2026-01-15 15:48:05,164,agent.042,General Support,Inbound B,Customer Support,leader.inboundb,+905553284717
GEN-0627D3F5,2026-01-15 17:37:48,121,agent.012,Tech Support,Tech L2,Technical Service,leader.techl2,+905551080416
GEN-46E9E094,2025-12-19 08:50:43,104,agent.004,Tech Support,Retention,Sales,leader.retention,+905553177615
GEN-8176DC53,2026-01-12 18:54:24,190,agent.030,General Support,VIP Support,Customer Support,leader.vipsupport,+905559693490
GEN-99E01B35,2026-01-17 08:24:32,0,,Tech Support,,,,+905557362100
GEN-52D12B02,2025-12-25 16:10:13,149,agent.006,Tech Support,Retention,Sales,leader.retention,+905551871347
GEN-6C6BA351,2025-12-30 14:01:24,0,,VIP Line,,,,+905559822982
GEN-631BB8C5,2025-12-23 11:51:38,0,,Tech Support,,,,+905551153459
GEN-B31E5B02,2025-12-24 14:00:00,156,agent.005,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905556513097
GEN-5DA716BB,2026-01-06 08:11:00,298,agent.047,VIP Line,Inbound B,Customer Support,leader.inboundb,+905552996350
GEN-A81FDD2D,2025-12-21 11:43:10,105,agent.009,Tech Support,Inbound A,Customer Support,leader.inbounda,+905558214081
GEN-05B5CCF7,2025-12-22 13:12:40,252,agent.019,Sales Line,Tech L1,Technical Service,leader.techl1,+905554280512
GEN-0162711C,2025-12-31 14:41:28,140,agent.046,VIP Line,Tech L1,Technical Service,leader.techl1,+905557795873
GEN-B32AFF3C,2025-12-26 14:13:38,139,agent.029,General Support,Tech L1,Technical Service,leader.techl1,+905556656808
GEN-D75AA599,2025-12-26 14:16:42,140,agent.030,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905556381298
GEN-F9E51C46,2026-01-03 14:23:31,315,agent.041,Tech Support,Retention,Sales,leader.retention,+905557214902
GEN-CFF585F6,2026-01-16 04:11:42,138,agent.044,VIP Line,Inbound A,Customer Support,leader.inbounda,+905559880991
GEN-A2374CCE,2025-12-30 15:03:14,164,agent.022,VIP Line,Tech L1,Technical Service,leader.techl1,+905559362416
GEN-B7E199D2,2026-01-06 18:32:15,260,agent.039,Tech Support,Tech L1,Technical Service,leader.techl1,+905554353427
GEN-13924B03,2026-01-09 08:41:03,109,agent.014,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905558282395
GEN-0758FC85,2026-01-12 13:14:19,185,agent.047,Sales Line,Inbound B,Customer Support,leader.inboundb,+905559086337
GEN-D057BFF1,2026-01-09 19:34:14,224,agent.007,General Support,Tech L1,Technical Service,leader.techl1,+905553332998
GEN-3978ABE1,2026-01-01 11:03:46,198,agent.003,Sales Line,Inbound A,Customer Support,leader.inbounda,+905558903922
GEN-7AF2F587,2025-12-29 18:13:33,232,agent.024,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905558390718
GEN-00ADFB18,2025-12-23 11:08:52,221,agent.002,General Support,Inbound A,Customer Support,leader.inbounda,+905557038105
GEN-79505BE6,2026-01-02 03:15:22,111,agent.046,Sales Line,Tech L1,Technical Service,leader.techl1,+905555079526
GEN-7395F792,2026-01-08 14:37:11,247,agent.017,VIP Line,Tech L1,Technical Service,leader.techl1,+905554627765
GEN-8BF4BA38,2025-12-26 16:33:13,66,agent.020,VIP Line,Tech L1,Technical Service,leader.techl1,+905555310847
GEN-E9730C78,2026-01-06 22:18:53,186,agent.034,Tech Support,VIP Support,Customer Support,leader.vipsupport,+905553525026
GEN-72262ED4,2026-01-10 13:54:24,95,agent.013,Sales Line,Tech L1,Technical Service,leader.techl1,+905558391650
GEN-9E96A802,2026-01-01 12:37:07,181,agent.012,Tech Support,Tech L2,Technical Service,leader.techl2,+905558564427
GEN-1363D188,2026-01-08 11:22:20,45,agent.023,VIP Line,Inbound A,Customer Support,leader.inbounda,+905559941347
GEN-6B8D0983,2025-12-22 11:03:52,260,agent.034,Tech Support,VIP Support,Customer Support,leader.vipsupport,+905554241640
GEN-D5C51C33,2025-12-28 15:45:48,89,agent.005,General Support,Outbound Sales,Sales,leader.outboundsales,+905554986815
GEN-317557B1,2025-12-21 13:56:57,167,agent.003,Sales Line,Inbound A,Customer Support,leader.inbounda,+905558882792
GEN-B9EFD2D3,2026-01-06 10:36:08,196,agent.032,General Support,Tech L2,Technical Service,leader.techl2,+905556508183
GEN-1A06B861,2026-01-05 15:10:25,142,agent.024,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905554982143
GEN-D3B06D5B,2026-01-15 23:47:05,260,agent.027,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905553656996
GEN-611219C3,2026-01-14 10:05:42,223,agent.025,General Support,Tech L2,Technical Service,leader.techl2,+905559723842
GEN-EA008C50,2026-01-11 12:40:04,169,agent.007,General Support,Tech L1,Technical Service,leader.techl1,+905553664791
GEN-D7846A3D,2026-01-01 10:48:40,265,agent.028,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905556345716
GEN-87E76D3F,2025-12-30 14:53:15,137,agent.030,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905558826376
GEN-67F41394,2026-01-06 15:34:50,184,agent.006,VIP Line,Retention,Sales,leader.retention,+905554197049
GEN-8D1B0579,2026-01-02 18:26:28,162,agent.039,Sales Line,Tech L1,Technical Service,leader.techl1,+905555460011
GEN-BB634C63,2025-12-23 15:04:04,201,agent.009,Tech Support,Inbound A,Customer Support,leader.inbounda,+905558354935
GEN-BEEB5B26,2025-12-29 11:30:29,161,agent.040,General Support,Outbound Sales,Sales,leader.outboundsales,+905552117869
GEN-6A9BFEC2,2026-01-13 06:15:37,167,agent.001,General Support,Inbound B,Customer Support,leader.inboundb,+905554835217
GEN-499BA09A,2025-12-22 13:21:28,175,agent.020,VIP Line,Tech L1,Technical Service,leader.techl1,+905554533465
GEN-18DD34E5,2026-01-12 14:30:46,185,agent.018,VIP Line,Tech L2,Technical Service,leader.techl2,+905559889812
GEN-1B394B67,2025-12-20 18:26:14,0,,Sales Line,,,,+905552239659
GEN-6BB89A84,2026-01-15 11:42:45,168,agent.018,VIP Line,Tech L2,Technical Service,leader.techl2,+905551906424
GEN-288B41FC,2026-01-13 12:17:45,0,,General Support,,,,+905554828842
GEN-E05642AB,2025-12-29 08:29:33,165,agent.006,VIP Line,Retention,Sales,leader.retention,+905558248166
GEN-65AA0036,2025-12-31 11:50:44,197,agent.025,VIP Line,Tech L2,Technical Service,leader.techl2,+905556460992
GEN-BF2D60FC,2026-01-05 08:05:01,207,agent.028,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905557814768
GEN-CDCAEDD8,2026-01-15 09:02:31,152,agent.021,General Support,Tech L1,Technical Service,leader.techl1,+905556845153
GEN-341227BE,2026-01-02 16:35:08,228,agent.034,General Support,VIP Support,Customer Support,leader.vipsupport,+905556069278
GEN-28B8FFAB,2025-12-19 11:50:50,174,agent.004,General Support,Retention,Sales,leader.retention,+905555505003
GEN-97ED32AE,2026-01-13 14:13:23,210,agent.025,Sales Line,Tech L2,Technical Service,leader.techl2,+905556107481
GEN-D64882A7,2026-01-01 10:04:13,155,agent.050,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905552341910
GEN-2411FDAB,2025-12-25 14:06:46,207,agent.048,General Support,Outbound Sales,Sales,leader.outboundsales,+905559768584
GEN-C2A33746,2026-01-09 18:02:23,0,,Sales Line,,,,+905557739736
GEN-8C22AEFE,2025-12-28 08:38:32,132,agent.003,VIP Line,Inbound A,Customer Support,leader.inbounda,+905552635752
GEN-00B63821,2025-12-30 14:27:32,118,agent.038,Tech Support,Tech L2,Technical Service,leader.techl2,+905552701704
GEN-A0C237CB,2026-01-07 13:02:50,321,agent.029,Tech Support,Tech L1,Technical Service,leader.techl1,+905558499936
GEN-1DDB333F,2025-12-23 18:03:30,143,agent.032,General Support,Tech L2,Technical Service,leader.techl2,+905554443007
GEN-32201A38,2025-12-26 19:29:24,288,agent.003,VIP Line,Inbound A,Customer Support,leader.inbounda,+905559358575
GEN-F2EC6C61,2026-01-12 11:13:42,206,agent.041,General Support,Retention,Sales,leader.retention,+905559547854
GEN-4A3D1E09,2025-12-31 14:29:07,141,agent.040,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905558134389
GEN-8EFCFCA5,2026-01-10 15:52:59,190,agent.038,Sales Line,Tech L2,Technical Service,leader.techl2,+905551137313
GEN-2F14C40B,2025-12-30 13:38:04,155,agent.043,Tech Support,Tech L1,Technical Service,leader.techl1,+905554964893
GEN-D13C272F,2026-01-07 13:56:09,197,agent.018,Sales Line,Tech L2,Technical Service,leader.techl2,+905553311503
GEN-A269FE21,2026-01-17 21:51:37,230,agent.021,Sales Line,Tech L1,Technical Service,leader.techl1,+905554533670
GEN-990C5EEE,2025-12-19 14:21:38,226,agent.042,General Support,Inbound B,Customer Support,leader.inboundb,+905555517279
GEN-367187E1,2026-01-02 11:20:23,0,,VIP Line,,,,+905558542117
GEN-D7A7B1DB,2026-01-15 14:29:50,0,,Tech Support,,,,+905555412040
GEN-022ABBFF,2025-12-22 16:06:22,0,,General Support,,,,+905556497387
GEN-1ABBDF5E,2026-01-14 16:09:15,205,agent.033,General Support,VIP Support,Customer Support,leader.vipsupport,+905551582511
GEN-F0B8380B,2026-01-04 16:13:26,91,agent.014,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905559093686
GEN-F768DD85,2025-12-24 15:32:51,132,agent.019,Tech Support,Tech L1,Technical Service,leader.techl1,+905557586948
GEN-1E9EA778,2026-01-02 11:17:28,218,agent.044,Tech Support,Inbound A,Customer Support,leader.inbounda,+905556648879
GEN-F2578937,2026-01-15 15:27:05,192,agent.010,General Support,Tech L1,Technical Service,leader.techl1,+905558610648
GEN-916514AF,2026-01-08 13:30:25,165,agent.017,Sales Line,Tech L1,Technical Service,leader.techl1,+905559791333
GEN-B4918830,2025-12-18 07:39:25,0,,VIP Line,,,,+905558407062
GEN-43CBEFE0,2026-01-07 11:36:24,87,agent.021,VIP Line,Tech L1,Technical Service,leader.techl1,+905558629124
GEN-05F01BCD,2026-01-01 14:17:14,178,agent.035,VIP Line,Tech L2,Technical Service,leader.techl2,+905558408624
GEN-E6D7733A,2025-12-24 17:49:29,168,agent.009,Tech Support,Inbound A,Customer Support,leader.inbounda,+905553935383
GEN-84BDD238,2025-12-25 09:20:27,220,agent.004,VIP Line,Retention,Sales,leader.retention,+905553578350
GEN-A74094E1,2025-12-27 19:41:50,242,agent.050,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905551394712
GEN-34A67358,2026-01-07 16:25:58,277,agent.036,General Support,Inbound B,Customer Support,leader.inboundb,+905552493538
GEN-79E486E3,2025-12-20 15:19:19,441,agent.048,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905552649370
GEN-CFCE3C01,2026-01-16 17:14:49,190,agent.014,General Support,Outbound Sales,Sales,leader.outboundsales,+905559954227
GEN-579C5DD3,2025-12-27 15:39:51,163,agent.035,VIP Line,Tech L2,Technical Service,leader.techl2,+905552232610
GEN-7AABBA63,2025-12-20 13:42:53,0,,Sales Line,,,,+905554044654
GEN-7AF7C5C2,2025-12-18 07:20:57,129,agent.013,VIP Line,Tech L1,Technical Service,leader.techl1,+905557227870
GEN-DDEFFA9B,2025-12-19 15:26:22,56,agent.022,Sales Line,Tech L1,Technical Service,leader.techl1,+905555460011
GEN-8A8F6EDE,2026-01-13 08:21:07,185,agent.013,Tech Support,Tech L1,Technical Service,leader.techl1,+905559875372
GEN-050A011F,2026-01-04 10:57:15,254,agent.019,Tech Support,Tech L1,Technical Service,leader.techl1,+905554550517
GEN-5D67E9E1,2026-01-09 14:48:17,207,agent.038,Sales Line,Tech L2,Technical Service,leader.techl2,+905559230393
GEN-03124DE3,2026-01-02 12:00:23,244,agent.034,VIP Line,VIP Support,Customer Support,leader.vipsupport,+905554896169
GEN-37B3185F,2025-12-26 20:08:15,134,agent.002,VIP Line,Inbound A,Customer Support,leader.inbounda,+905555460011
GEN-3F965B72,2026-01-08 12:38:33,113,agent.037,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905556992077
GEN-68DE158E,2025-12-29 19:24:18,159,agent.014,Sales Line,Outbound Sales,Sales,leader.outboundsales,+905558443475
GEN-B42D8887,2026-01-04 21:39:44,151,agent.038,Sales Line,Tech L2,Technical Service,leader.techl2,+905554608184
GEN-D172A922,2026-01-03 14:14:07,76,agent.011,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905552365436
GEN-A7AE27B7,2026-01-13 16:07:19,161,agent.010,Sales Line,Tech L1,Technical Service,leader.techl1,+905552687473
GEN-EAABAB7D,2025-12-19 09:55:36,212,agent.049,General Support,Inbound B,Customer Support,leader.inboundb,+905552471412
GEN-FF0C2ACA,2025-12-27 19:31:55,181,agent.026,VIP Line,Tech L1,Technical Service,leader.techl1,+905553150000
GEN-36577EE9,2025-12-24 12:51:07,275,agent.029,Sales Line,Tech L1,Technical Service,leader.techl1,+905553275974
GEN-D928D306,2026-01-05 11:18:39,76,agent.045,Tech Support,Inbound B,Customer Support,leader.inboundb,+905551155421
GEN-EF9B4670,2026-01-11 14:29:51,288,agent.050,General Support,Outbound Sales,Sales,leader.outboundsales,+905556602667
GEN-1B589BED,2026-01-07 14:33:27,121,agent.015,Tech Support,Retention,Sales,leader.retention,+905556860408
GEN-1B4FCC12,2025-12-25 09:31:48,137,agent.007,VIP Line,Tech L1,Technical Service,leader.techl1,+905556861131
GEN-2ECB78C0,2026-01-16 09:16:05,143,agent.034,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905553776471
GEN-6596C30D,2026-01-09 13:30:03,195,agent.006,Tech Support,Retention,Sales,leader.retention,+905557402446
GEN-43B85542,2026-01-01 11:23:29,185,agent.027,VIP Line,VIP Support,Customer Support,leader.vipsupport,+905551229827
GEN-901A834E,2025-12-20 14:29:46,177,agent.023,Sales Line,Inbound A,Customer Support,leader.inbounda,+905554006897
GEN-09EF1312,2025-12-30 15:59:23,153,agent.016,General Support,Retention,Sales,leader.retention,+905552787033
GEN-EDDE612D,2025-12-25 11:14:51,131,agent.021,Tech Support,Tech L1,Technical Service,leader.techl1,+905554528791
GEN-3D789E69,2026-01-01 13:31:30,315,agent.012,Tech Support,Tech L2,Technical Service,leader.techl2,+905555292844
GEN-39C9E357,2026-01-05 16:20:58,176,agent.009,Sales Line,Inbound A,Customer Support,leader.inbounda,+905558104998
GEN-39B13543,2026-01-08 23:19:07,88,agent.016,Tech Support,Retention,Sales,leader.retention,+905552868172
GEN-F36B5C52,2026-01-05 10:37:07,275,agent.019,Sales Line,Tech L1,Technical Service,leader.techl1,+905555460011
GEN-12B1F74C,2025-12-19 05:01:35,155,agent.035,Tech Support,Tech L2,Technical Service,leader.techl2,+905552287259
GEN-8075F55F,2026-01-11 21:00:56,186,agent.006,VIP Line,Retention,Sales,leader.retention,+905552075960
GEN-EFA06C0E,2026-01-16 20:30:12,206,agent.007,Tech Support,Tech L1,Technical Service,leader.techl1,+905552317828
GEN-123FD0EA,2026-01-09 13:51:52,138,agent.017,General Support,Tech L1,Technical Service,leader.techl1,+905553102770
GEN-8A1E0B0C,2026-01-03 12:14:53,187,agent.014,Tech Support,Outbound Sales,Sales,leader.outboundsales,+905557391133
GEN-506AD900,2026-01-13 12:22:08,126,agent.032,General Support,Tech L2,Technical Service,leader.techl2,+905552378436
GEN-1CFE8BB7,2025-12-20 10:09:57,247,agent.038,VIP Line,Tech L2,Technical Service,leader.techl2,+905556066672
GEN-5FD57C83,2026-01-06 14:21:52,120,agent.001,Tech Support,Inbound B,Customer Support,leader.inboundb,+905559309362
GEN-D5ABBE5A,2026-01-14 10:21:05,249,agent.009,VIP Line,Inbound A,Customer Support,leader.inbounda,+905551359473
GEN-B4068E21,2026-01-03 10:11:32,226,agent.014,VIP Line,Outbound Sales,Sales,leader.outboundsales,+905557397585
GEN-D96A1BAA,2025-12-20 14:06:59,158,agent.026,Sales Line,Tech L1,Technical Service,leader.techl1,+905556288558
GEN-B01562EE,2026-01-13 14:24:32,218,agent.035,Sales Line,Tech L2,Technical Service,leader.techl2,+905553532528
GEN-BB892A87,2025-12-20 18:11:48,0,,General Support,,,,+905559189510
GEN-285FBB86,2025-12-31 11:54:19,193,agent.026,VIP Line,Tech L1,Technical Service,leader.techl1,+905552843825
GEN-715983F7,2026-01-03 17:02:06,286,agent.011,Sales Line,VIP Support,Customer Support,leader.vipsupport,+905558703835
GEN-9E811F60,2026-01-09 19:55:53,0,,VIP Line,,,,+905558426092
